ID,2_1a,Quant,R3_2,R3_3,R3_4,R4_2,R4_3,R4_4,R5_2,R5_3,R5_4,R6_2,R6_3,R6_4,R7_2,R7_3,R7_4,R8_2,R8_3,R8_4,R9_2,R9_3,R9_4,R10_2,R10_3,R10_4,R11_2,R11_3,R11_4,R12_2,R12_3,R12_4,R13_2,R13_3,R13_4,R14_2,R14_3,R14_4,R15_2,R15_3,R15_4,R16_2,R16_3,R16_4,R17_2,R17_3,R17_4,Career,US
R_1f17ve6ZqYoDhC7,Yes,1,0,1,1,50,3,2,60,5,3,70,4,3,50,1,2,0,1,1,70,2,2,70,4,3,40,1,1,10,1,2,30,1,3,0,1,3,50,4,4,10,1,3,50,4,3,Mid,0
R_2pQe09S6d7Lidko,Yes,1,30,1,1,0,1,1,70,5,3,90,4,4,0,1,1,70,3,3,10,1,2,30,3,3,0,1,1,0,1,1,80,5,4,0,1,1,20,3,3,80,4,3,0,1,1,Mid,0
R_1PdDlaCt2ennScZ,Yes,1,,3,2,,,,,3,1,,1,1,,1,1,,1,1,,2,2,,2,2,,1,2,,1,1,,3,3,,2,3,,3,3,,3,3,,4,3,Mid,0
R_QgBdM25uAotGAq5,Yes,1,50,3,1,30,3,2,90,3,1,70,4,2,100,4,4,40,1,1,90,4,1,80,3,2,50,2,1,20,1,1,20,1,4,20,3,4,20,3,3,60,3,3,90,4,4,Mid,1
R_2wQz94AUh1crhuP,Yes,1,90,3,1,80,3,2,50,1,1,70,3,2,80,3,2,60,1,1,80,1,1,30,1,1,50,2,1,20,1,1,10,1,3,10,1,3,20,1,3,50,3,3,50,4,4,Mid,1
R_vCaDAztFXCiJnQR,Yes,1,30,1,1,50,3,2,20,1,1,100,5,3,0,1,1,20,1,1,50,3,3,70,1,1,20,1,1,0,1,1,10,1,3,60,4,3,60,4,4,20,3,3,80,5,4,Mid,0
R_DLWhmf3DYHTc5xv,Yes,1,90,2,2,40,2,2,50,1,1,90,3,3,80,2,2,50,1,1,10,1,3,60,1,2,90,2,2,40,1,1,10,4,4,50,1,4,20,3,3,50,2,3,50,5,4,Mid,0
R_21pqPWgoe3KUkKf,Yes,1,30,1,1,20,1,1,60,1,1,40,1,1,10,1,1,30,1,1,20,1,2,70,3,2,30,1,1,30,1,1,30,1,3,30,3,4,30,5,4,50,3,3,60,5,4,Mid,0
R_ZlcYp8ZwjZEowVP,Yes,1,70,3,2,50,3,3,10,1,1,10,1,1,20,1,1,50,1,2,20,1,3,20,1,1,30,1,1,10,1,1,30,3,3,10,1,3,20,1,3,20,3,3,60,5,3,Mid,1
R_zZFaLsOoDevHY3v,Yes,1,30,1,1,50,1,1,20,1,1,100,5,1,50,5,4,20,1,1,10,1,2,100,4,3,70,1,1,50,3,2,50,3,3,10,1,3,20,3,3,20,1,3,60,3,4,Mid,1
R_1lsmNLluQkf8Dp6,Yes,1,90,3,2,70,4,3,30,1,2,100,5,4,20,1,1,70,5,4,60,2,2,90,3,2,30,1,1,20,1,1,50,3,2,20,1,2,20,1,2,20,1,2,80,4,3,Mid,1
R_2E6GHf4sI134HeG,Yes,1,80,4,2,90,4,2,80,3,1,80,4,3,20,1,1,80,3,2,80,3,2,80,4,2,90,3,2,50,1,1,10,4,4,20,4,4,30,4,4,10,1,3,10,1,3,Mid,0
R_1mLBUnpwW0G6GvN,Yes,1,80,3,1,70,1,1,80,3,1,100,5,3,50,3,2,30,1,1,50,1,2,50,1,1,80,1,1,30,1,1,10,3,4,80,4,3,50,5,4,30,3,3,30,5,4,Mid,0
R_25RhbT4QSagX4JD,Yes,1,70,1,1,80,1,1,80,3,,90,1,,70,1,1,70,1,1,10,1,1,90,3,,50,1,1,50,1,1,50,1,2,60,3,3,30,3,3,50,2,,50,3,,Mid,1
R_2ZP09Uomzfgcxp8,Yes,1,100,4,4,60,4,3,80,2,2,30,3,2,30,1,1,20,1,1,30,2,2,50,1,1,30,1,1,30,1,1,30,5,3,10,3,3,30,3,3,50,3,3,80,3,3,Mid,1
R_5w3UIZKlJpLn7Pj,Yes,1,90,3,2,90,3,2,30,1,1,20,1,1,30,1,1,20,1,1,90,3,3,100,4,3,30,1,1,30,1,1,60,4,3,20,2,4,20,4,4,20,2,3,90,4,3,Mid,0
R_23gwfRijDjuBdSW,Yes,1,100,3,2,50,4,3,50,1,1,100,4,4,0,1,1,0,1,1,0,1,1,20,1,2,0,1,1,0,1,1,30,4,2,10,1,2,10,1,2,20,1,4,80,3,4,Mid,1
R_3HjeGKJMKTKnAMX,Yes,1,80,3,1,90,3,2,50,1,1,90,3,2,30,1,1,10,1,1,10,1,2,40,1,1,70,1,1,30,1,1,40,4,4,20,3,3,20,4,3,10,1,3,40,3,3,Mid,1
R_23fBdXHghWkTFOk,Yes,1,40,1,1,20,1,1,30,1,1,30,1,1,10,2,2,10,1,1,30,1,2,10,1,1,30,3,1,10,1,1,20,5,4,20,3,3,20,1,3,10,1,3,50,1,1,Mid,1
R_3RpZh6PqKUKbPwP,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,20,1,1,50,1,2,,,,,,,,,,,,,10,1,1,10,1,1,10,1,1,30,1,2,30,1,2,60,2,3,80,4,3,Mid,1
R_A09ZOfOhBCueoY9,Yes,1,70,3,2,10,1,1,60,3,3,80,4,2,10,1,1,10,1,1,70,3,2,10,1,1,50,1,1,10,1,1,10,1,3,10,1,2,20,1,2,20,1,3,40,2,3,Mid,1
R_Q4XnOswozJxZ4NH,Yes,1,60,4,3,,3,2,40,4,3,100,5,3,,1,1,80,5,4,,3,3,,3,2,,3,2,,1,1,80,5,4,10,1,2,,1,1,40,4,3,30,3,2,Mid,0
R_1QASw6Coj0BJy8z,Yes,1,100,3,3,80,3,2,80,3,3,100,3,,,1,1,,1,1,100,3,3,100,3,2,70,3,1,10,1,1,10,1,3,10,1,3,10,1,3,80,3,3,50,4,4,Mid,1
R_23fUhapdBYTg37I,Yes,1,60,3,2,50,3,1,50,3,1,60,3,1,70,1,1,20,1,1,60,1,1,40,3,2,20,1,1,10,1,1,20,3,3,30,3,2,10,2,2,10,2,3,60,5,4,Mid,1
R_3inkIXcorkS00Pw,Yes,1,40,1,2,40,3,2,30,1,2,40,2,2,20,1,1,10,1,1,20,1,2,40,3,2,40,1,1,20,1,1,0,1,3,30,3,3,40,3,3,10,2,3,50,5,4,Mid,1
R_d6bIBiq5QlXlAVr,Yes,1,10,1,1,20,1,1,20,1,1,10,1,1,30,2,2,70,4,3,10,1,1,20,1,1,20,1,1,10,1,1,20,3,3,50,3,3,50,3,3,70,3,2,70,3,3,Mid,0
R_2OUx2R0aIShskpX,Yes,1,50,5,2,50,1,1,60,5,4,30,1,1,80,5,4,70,1,1,50,1,1,50,3,2,50,1,1,20,1,1,40,2,2,30,1,3,20,1,3,10,1,2,60,3,3,Mid,1
R_1FPqbc1lVYRq2Lp,Yes,1,60,3,1,60,3,1,40,3,1,40,3,2,40,3,1,60,3,1,60,3,1,50,3,1,50,3,1,40,1,1,40,4,4,30,3,4,40,3,4,70,4,3,60,4,3,Mid,0
R_3khWu1pajVWZQAp,Yes,1,80,4,2,,,,20,1,1,60,4,3,30,1,1,10,1,1,10,1,1,30,3,2,40,3,1,10,1,1,20,2,3,10,1,4,10,3,4,10,1,2,80,5,4,Mid,0
R_2riNEEln4mVLAyz,Yes,1,60,1,1,40,1,1,40,1,1,60,1,2,60,1,1,40,1,1,50,1,2,50,1,2,40,1,1,60,1,1,10,1,2,20,2,3,70,5,4,30,2,3,80,5,4,Mid,0
R_3npXa3fhkzdtIk6,Yes,1,80,3,2,80,3,2,80,3,2,90,4,2,90,4,3,50,1,1,50,1,1,40,1,2,80,3,1,30,1,1,30,3,4,30,1,4,30,1,3,10,1,3,90,3,2,Mid,1
R_2TYiX8JKCFl123I,Yes,1,60,2,1,80,2,1,90,2,1,90,3,1,50,1,1,30,1,1,60,1,1,70,3,1,40,1,1,30,1,1,10,4,4,20,2,3,20,3,4,20,3,3,20,4,4,Mid,1
R_28P2twVNAt8KdAB,Yes,1,60,1,1,60,1,1,30,1,1,80,3,3,70,1,1,20,1,1,30,1,1,50,1,1,60,1,1,10,1,1,10,1,3,30,3,4,40,5,4,10,1,3,70,5,4,Mid,1
R_3D5u6UqAjpngVXi,Yes,1,50,3,2,,,,,,,,,,,,,20,1,1,,,,,,,10,1,1,,,,,,,30,1,3,70,3,3,,,,,,,Mid,0
R_2XmO65R3IkOmwFj,Yes,1,30,2,2,90,3,2,50,3,1,100,5,3,90,1,2,30,1,1,40,1,1,90,2,2,70,3,1,10,1,1,10,1,3,10,1,4,30,1,3,10,1,4,50,5,4,Mid,1
R_2dAdk6yz6a3A00o,Yes,1,40,3,2,20,1,1,50,2,2,100,4,3,30,1,2,40,2,1,30,1,2,40,1,1,30,1,1,10,1,1,0,1,3,10,1,4,10,3,4,20,3,3,50,5,4,Mid,0
R_cOpEOZ92OZ05stP,Yes,1,40,2,2,30,1,1,40,1,2,50,3,2,10,1,1,30,1,1,20,1,1,50,2,2,30,1,1,10,1,1,10,1,3,10,1,3,30,3,4,10,1,3,20,5,4,Mid,0
R_2VsdVeTieRvnxgK,Yes,1,50,3,2,60,3,2,10,1,1,10,1,2,60,3,3,10,1,2,30,3,2,30,3,2,40,3,2,10,1,1,30,3,3,20,1,3,30,3,3,10,1,3,70,4,3,Mid,0
R_2w1sgF0OggkrQ8U,Yes,1,90,3,3,60,1,1,30,1,1,30,1,1,80,3,3,70,1,1,60,2,2,70,3,2,30,1,1,10,1,1,50,5,4,40,1,2,80,3,3,90,4,3,40,3,2,Mid,1
R_1jPohq8mpKonuoP,Yes,1,80,3,2,80,3,2,50,3,2,100,3,2,60,3,3,50,1,1,0,1,1,100,3,2,40,1,1,70,5,3,0,1,1,20,2,3,10,2,2,10,1,3,10,1,2,Mid,1
R_3HphjhGJhHzRfzl,Yes,1,50,1,1,50,2,1,70,3,1,90,3,2,60,1,1,50,3,2,30,1,1,70,2,1,80,1,1,50,1,1,10,1,3,10,3,3,10,2,3,10,1,3,10,3,4,Mid,0
R_1jdMZr0z5xqMoby,Yes,1,60,1,1,80,3,1,70,1,1,90,3,2,30,1,1,30,1,1,20,1,1,50,1,1,40,1,1,10,1,1,10,2,3,10,1,3,20,3,3,20,1,3,30,3,3,Mid,1
R_1hLlncmMm9DK2vj,Yes,1,50,1,1,80,,,50,1,,70,1,,50,1,1,20,1,1,40,1,3,50,2,,30,1,1,10,1,1,10,1,3,20,2,3,30,3,3,70,1,2,70,,,Mid,1
R_24BCsmPPlwIQotX,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,0,1,1,10,1,3,,,,,,,,,,,,,0,1,1,0,1,1,10,1,2,10,1,2,0,1,1,10,1,3,30,4,4,Mid,0
R_3GrAJQlYor4xU5E,Yes,1,70,3,2,10,1,2,80,4,3,100,4,,70,3,,10,1,2,0,1,1,10,1,2,20,1,1,10,1,1,10,2,4,20,1,4,10,1,4,20,3,3,50,2,3,Mid,1
R_1rPoV4yd8Yl5yNZ,Yes,1,40,3,2,30,1,2,40,3,2,90,3,2,20,1,1,30,1,1,30,1,1,30,1,1,20,3,1,10,1,1,20,4,3,20,3,4,20,3,4,10,1,3,20,5,4,Mid,0
R_3G8QWsqgwd8U1pS,Yes,1,100,3,1,100,3,2,100,4,2,0,1,3,100,3,1,100,3,2,80,3,2,100,3,2,100,4,1,100,1,1,10,1,3,10,4,4,10,3,3,10,3,3,20,4,4,Mid,1
R_3nNSXREKZIiiujn,Yes,1,80,1,2,70,1,2,90,4,3,80,3,2,90,3,2,50,1,2,100,4,2,50,1,2,70,5,3,10,1,2,20,1,4,80,2,4,50,2,4,30,1,3,80,3,2,Mid,1
R_31EkqLiG3GXkGS4,Yes,1,50,3,2,,,,,,,90,4,,50,3,4,10,1,1,60,1,2,90,3,2,,,,10,1,1,,,,20,1,3,20,1,3,10,1,2,40,4,4,Mid,0
R_28SOyVdRKeEfam7,Yes,1,20,2,2,10,1,1,10,1,1,20,4,3,0,1,1,10,1,1,0,1,1,0,1,1,10,1,1,0,1,1,50,5,4,10,2,4,10,3,4,10,1,4,50,5,4,Mid,1
R_25GUs8cPfsBSr3Z,Yes,1,20,,,,,,20,1,1,80,3,2,70,3,2,10,1,1,20,1,2,10,1,1,10,1,1,90,5,3,10,1,3,20,3,3,60,5,4,30,3,2,60,5,4,Mid,1
R_3PvqxyrQTL99kK6,Yes,1,20,1,1,,,,20,1,1,80,4,3,,,,10,1,1,20,2,2,70,3,2,10,1,1,10,1,1,0,1,2,30,3,3,10,3,3,10,1,2,30,4,4,Mid,0
R_216bW3vpXNdkCIH,Yes,1,70,3,2,90,3,2,30,1,2,50,1,2,40,1,1,70,3,2,40,1,2,40,1,2,40,1,2,50,1,1,10,3,3,30,4,3,50,4,3,60,3,3,90,5,4,Mid,1
R_3fN4wbfys7J5Fs3,Yes,1,50,3,2,30,1,2,50,3,2,80,5,3,80,3,3,20,2,2,10,3,2,30,1,2,10,1,1,10,1,1,10,2,2,10,1,3,20,3,3,30,5,3,50,5,4,Mid,0
R_9YntzEf9dI4QmxH,Yes,1,,,,70,3,2,20,1,1,10,1,1,10,1,1,10,1,1,70,3,3,70,3,2,10,1,1,0,1,1,20,1,3,20,1,2,20,2,3,10,1,2,70,4,4,Mid,1
R_VX9a7pOzR7iD2eJ,Yes,1,80,4,3,30,1,1,90,3,1,50,3,2,30,1,1,20,1,1,50,1,1,30,1,1,30,1,1,20,1,1,10,1,3,10,3,3,10,3,4,10,1,2,30,4,4,Mid,0
R_2djb4E58zbjAH9u,Yes,1,80,3,1,50,3,1,80,3,1,70,2,1,60,1,1,30,1,1,80,1,1,80,3,1,90,3,1,30,1,1,10,5,4,10,4,4,20,4,4,20,4,4,50,4,3,Mid,0
R_24inreQXEfF8BlW,Yes,1,100,3,1,50,1,1,100,3,2,100,4,3,20,1,1,70,1,1,80,3,3,100,3,1,60,2,1,20,1,1,10,1,4,10,1,2,10,3,4,10,1,3,70,4,4,Mid,0
R_2VOnRHmHzr2wZIU,Yes,1,20,1,2,20,1,2,70,4,3,90,3,3,20,1,2,30,1,2,30,1,2,60,3,3,10,1,1,50,1,1,80,4,3,10,1,2,30,1,2,30,1,2,50,3,3,Mid,0
R_3k1jlKDoDfplX1r,Yes,1,20,1,,30,1,1,50,1,1,80,1,2,20,1,1,20,1,1,50,1,1,10,1,1,20,1,1,20,1,1,20,3,2,30,1,4,30,1,4,80,5,3,60,5,4,Mid,1
R_3frTnpuDbHK23Ss,Yes,1,60,4,3,50,1,1,50,1,1,70,3,2,30,2,1,10,1,1,40,2,2,20,1,2,30,1,1,10,1,1,0,1,3,20,1,3,50,1,3,40,3,3,70,5,4,Mid,0
R_3rGOCt2zNLKB04H,Yes,1,90,3,2,100,3,3,70,4,3,100,5,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,10,1,2,10,1,2,30,1,3,20,1,3,100,5,4,Mid,1
R_576aaBJnjuGUNy1,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,70,1,1,10,1,1,,,,,,,,,,,,,60,1,1,90,1,1,80,4,2,20,1,1,10,1,1,70,1,2,20,5,4,Mid,0
R_1es14J0gbTO81Lp,Yes,1,50,2,2,20,1,2,20,2,2,10,2,2,60,3,2,0,1,,50,3,,30,2,3,10,1,1,10,1,1,10,2,3,40,3,3,30,3,2,80,3,3,80,4,4,Mid,1
R_262UBSZjvxAulNO,Yes,1,100,4,2,,,,40,3,1,70,4,4,100,4,1,10,1,1,60,3,1,80,3,2,10,1,1,0,1,1,50,4,3,20,3,3,50,3,3,70,3,3,100,4,3,Mid,1
R_3qfdpRPXKQTwzmB,Yes,1,100,3,2,,,,40,1,2,0,,,50,1,1,10,1,1,20,2,1,90,3,2,30,1,1,10,1,1,10,1,3,10,1,4,80,4,4,10,1,3,80,4,4,Mid,0
R_Wp4VPIPTUCj9kid,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,70,3,3,80,3,2,,,,,,,,,,,,,40,1,1,,1,1,,,,10,5,4,,,,,,,,,,Mid,1
R_3ix8bPFN5sCr0lD,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,10,1,1,0,1,1,,,,,,,,,,,,,10,1,1,10,1,,10,1,2,30,1,3,10,1,3,10,1,2,70,5,4,Mid,0
R_3Rft6Ttq9Km6cLL,Yes,1,50,3,3,60,1,1,60,1,1,90,3,3,60,1,2,60,2,2,70,1,4,60,3,3,40,1,1,20,1,1,,,,30,1,2,50,3,3,30,1,4,30,1,,Mid,0
R_1MR2HfpOmMfXXrF,Yes,1,60,3,3,80,3,3,50,2,2,100,4,3,30,1,1,40,1,2,10,1,2,50,1,1,90,3,2,20,1,1,0,1,3,10,1,2,10,1,2,10,2,3,30,1,3,Mid,1
R_RD060oaSMTUHlIt,Yes,1,40,1,2,40,1,2,60,1,3,70,2,3,20,1,1,30,1,2,10,1,2,30,1,2,10,1,1,10,1,1,40,4,3,10,1,2,10,1,2,30,1,3,60,2,3,Mid,1
R_2V3aeBsACr4Morq,Yes,1,100,3,1,60,3,1,70,3,1,100,3,1,40,1,1,70,1,1,50,1,1,90,3,1,80,3,1,20,1,1,20,3,4,10,3,4,10,3,4,0,1,3,30,5,4,Mid,0
R_VKcXUyRInFkoE2B,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,50,1,1,90,3,2,,,,,,,,,,,,,80,1,2,30,1,1,70,1,3,30,1,4,20,2,4,20,1,3,60,4,4,Mid,0
R_2aaI4Hrz0dFQ6Ii,Yes,1,30,1,2,50,3,2,60,3,3,50,3,3,50,3,,30,1,2,10,1,,30,1,2,20,1,1,20,1,2,10,1,2,20,1,,30,2,3,20,1,3,40,4,3,Mid,1
R_1gT89rIEjrJG7v3,Yes,1,70,1,1,80,1,1,30,1,1,70,3,2,,1,1,,1,1,80,1,2,80,3,2,70,3,2,,1,1,20,2,4,30,2,3,50,4,4,10,1,3,50,4,3,Mid,1
R_qI68MBxymwmWVPj,Yes,1,20,1,1,20,1,3,10,1,1,80,4,4,80,3,3,10,1,1,10,1,1,70,4,3,60,3,2,10,1,1,10,1,4,10,1,2,20,1,2,10,1,2,50,3,4,Mid,1
R_3HvlLC95h3ROWWH,Yes,1,70,3,2,80,3,2,80,3,2,90,3,2,60,1,1,70,3,2,20,1,2,70,3,2,30,1,1,40,1,2,10,1,4,10,2,3,10,1,3,10,1,2,50,4,4,Mid,1
R_3k0TyCuU0D9TLJW,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,70,4,3,20,1,2,,,,,,,,,,,,,100,4,1,30,1,1,10,1,3,10,2,3,20,1,3,10,1,3,70,4,3,Mid,1
R_3242NyyloIZNQdi,Yes,1,30,3,2,50,1,2,50,3,3,20,1,1,50,3,3,20,1,1,10,1,1,10,1,1,10,1,1,20,1,1,60,4,3,10,1,2,40,1,2,10,1,2,40,5,3,Mid,1
R_2zM71Ox1tViE6w0,Yes,1,20,1,1,80,1,1,70,1,1,80,1,1,20,1,1,20,1,1,80,1,1,40,3,2,40,1,1,10,1,1,10,3,3,50,4,4,50,4,3,30,3,2,80,5,4,Mid,0
R_9Fuz2g8642Yzpzr,Yes,1,70,2,1,50,1,1,0,1,1,70,4,2,10,1,1,10,1,1,0,1,1,0,1,1,30,1,1,0,1,1,10,3,3,10,1,3,90,3,2,20,3,3,10,3,3,Mid,0
R_237DXcEg495qhwB,Yes,1,100,4,2,60,3,2,40,3,2,80,4,2,60,1,1,70,3,2,40,2,2,60,3,3,60,1,1,10,1,1,30,5,4,20,3,4,30,4,4,10,3,4,30,1,1,Mid,0
R_2pJKii3wc1Y0G4N,Yes,1,70,1,1,80,1,1,80,3,2,40,1,2,70,1,1,20,1,1,10,1,2,20,1,2,60,1,1,10,1,1,20,1,3,20,1,3,50,1,3,10,1,3,50,5,4,Mid,1
R_XZJyupLP0rJrah3,Yes,1,80,1,2,,,,,,,40,1,2,90,3,2,30,1,1,,1,,90,2,3,60,1,1,10,1,1,20,2,2,,1,1,50,4,3,80,4,3,10,3,3,Mid,0
R_eJXMiljdlrIMTol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid,1
R_3M3AkLTU9uIWB4y,Yes,1,,1,1,30,1,2,,3,3,30,2,2,80,3,,50,3,,90,4,,50,3,,30,1,1,,2,2,,,,,2,3,50,3,,,1,,80,4,3,Mid,0
R_3MPXipq46XPqzux,Yes,1,80,2,2,60,1,3,60,4,4,50,4,4,80,2,2,70,3,2,90,5,4,90,3,3,80,4,3,80,2,2,80,4,3,50,3,3,70,4,3,80,3,3,50,3,3,Mid,0
R_1n74sDAnllm2KoS,Yes,1,70,1,1,30,1,2,80,5,4,90,4,4,50,3,3,20,2,1,30,1,2,20,1,2,40,1,1,20,1,1,60,5,3,20,1,3,10,1,3,20,3,2,80,5,4,Mid,0
R_1nU7UsARtdYxaLn,Yes,1,40,1,1,30,1,1,30,1,1,40,1,1,20,1,1,10,1,1,30,3,2,60,2,2,30,1,1,10,1,1,20,3,3,30,3,3,30,3,3,10,2,3,70,4,4,Mid,0
R_UorSu0UmKbOFsRz,Yes,1,100,4,2,20,1,1,50,1,1,100,4,2,30,1,1,70,3,2,60,1,2,50,1,1,100,3,2,10,1,1,10,1,3,70,3,4,80,3,4,0,1,3,60,4,3,Mid,0
R_2rwioALDrSfSENz,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,1,1,,,,,,,,,,,,,30,1,1,0,1,1,,1,,,5,4,,3,,10,1,2,,3,3,Mid,0
R_3qIJ5GqVLIYt2Jk,Yes,1,40,1,1,40,2,1,50,3,2,30,1,2,40,1,1,40,1,1,50,1,2,50,2,2,50,1,1,30,1,1,10,1,3,20,1,3,20,2,3,10,2,3,30,3,3,Mid,0
R_1It9i73RDvEqxEc,Yes,1,50,2,1,30,1,1,80,5,4,30,1,3,20,1,1,40,1,2,50,1,2,10,1,3,30,1,1,30,1,1,0,1,1,10,1,1,20,1,2,30,1,2,20,1,2,Mid,0
R_2bIRrSq425E0cvF,Yes,1,70,3,1,60,4,3,50,2,1,70,4,3,10,1,1,50,3,2,30,1,1,40,3,2,40,2,1,10,1,1,40,4,3,10,1,4,20,1,3,30,1,3,50,1,3,Mid,0
R_3JxEvPObam6Rpkj,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,10,3,3,,,,,,,,,,,,,,,,,,,,,,10,1,,10,3,3,,,,10,1,3,30,3,3,Mid,0
R_27CrhOVpwvIWHuG,Yes,1,90,3,1,80,1,1,70,3,1,90,4,2,40,1,1,50,2,1,60,1,1,90,2,2,90,4,2,10,1,1,20,3,4,10,1,4,10,1,3,0,1,3,20,3,3,Mid,0
R_3hcnxo3VMOcYsDI,Yes,1,50,3,3,40,3,3,40,3,2,30,1,2,30,1,1,50,1,2,30,1,2,50,3,2,30,1,2,20,1,,10,1,3,50,3,3,40,3,3,20,1,3,40,3,3,Mid,1
R_2COHrf5efkOSb34,Yes,1,100,4,3,70,1,1,80,3,3,70,1,1,50,1,2,90,1,2,100,3,3,90,4,3,60,1,1,60,1,1,70,5,4,20,1,3,20,2,3,60,1,3,80,5,4,Mid,0
R_3khY2LGvRt4dS43,Yes,1,50,1,1,90,1,1,70,1,1,30,1,1,70,2,1,50,1,1,20,1,1,50,1,1,20,1,1,10,1,1,0,4,4,10,3,4,50,4,4,10,1,4,70,3,3,Mid,1
R_27kTDQ5iNkIwACJ,Yes,1,50,3,2,30,1,1,20,1,1,80,4,2,20,1,1,0,1,1,0,1,1,20,1,1,0,1,1,10,1,1,80,5,4,10,1,3,20,1,4,10,1,4,50,2,3,Mid,1
R_W0wzv2QGo7wO0bD,Yes,1,100,1,1,90,1,2,30,1,1,100,4,3,100,3,1,60,3,2,10,1,1,40,1,1,30,1,1,10,1,1,10,1,3,40,1,3,50,1,3,10,3,3,30,2,1,Mid,1
R_oXntBGW9QJ2tHj3,Yes,1,80,3,2,40,2,2,50,3,2,70,3,2,10,1,1,20,1,2,20,1,2,10,1,2,20,3,1,0,1,1,40,4,3,20,1,3,60,3,3,10,1,3,80,4,4,Mid,1
R_3FJ5Nr1TFCjzHOB,Yes,1,80,4,4,30,1,1,40,4,4,60,1,2,40,1,1,40,1,1,60,1,2,60,2,2,30,1,1,60,1,1,40,5,4,40,1,4,20,2,3,60,1,3,40,3,3,Mid,0
R_111HuktoVB5uH3Q,Yes,1,70,1,1,30,1,1,70,3,2,50,3,2,,3,2,50,1,1,40,1,1,30,1,1,30,1,1,40,1,1,10,1,2,30,1,2,20,3,3,40,3,3,20,1,2,Mid,1
R_25sIKsI0OaP2Gjx,Yes,1,70,1,2,30,1,1,40,3,4,80,4,3,50,3,1,40,2,2,20,1,2,60,1,2,40,1,1,30,1,1,70,5,4,30,1,3,40,4,4,50,1,2,80,4,3,Mid,0
R_31XXUh4GSAtJDAE,Yes,1,100,3,2,30,1,1,50,2,2,70,3,2,10,1,1,20,1,2,20,1,2,60,3,2,20,1,1,30,1,1,20,2,3,10,2,4,40,1,3,30,3,3,80,4,4,Mid,0
R_3g6jXIr0ohManBj,Yes,1,30,3,3,70,1,3,40,1,1,40,1,1,30,1,3,30,1,1,20,3,2,20,3,2,40,3,3,10,1,1,10,1,2,10,2,3,0,1,2,10,2,3,30,3,3,Mid,1
R_3nwn3j3hBBS6f6K,Yes,1,20,1,2,30,1,2,10,1,1,20,3,2,10,1,1,10,1,1,10,1,1,30,3,2,10,2,2,20,1,1,60,4,4,10,1,3,10,1,3,20,3,3,10,3,3,Mid,0
R_AzFDgThBw0U8tG1,Yes,1,100,3,2,30,1,1,100,4,3,100,4,3,40,1,1,60,3,2,30,1,1,50,1,2,80,1,1,20,1,1,10,1,3,50,2,3,50,2,3,10,1,3,30,1,4,Mid,1
R_qPKcldP61D7Ft9T,Yes,1,40,1,1,80,3,2,20,1,1,50,3,2,10,1,1,0,1,1,20,1,2,30,1,1,20,1,1,10,1,1,10,1,2,20,1,2,50,4,3,30,3,2,70,5,3,Mid,1
R_2chjAePHAmRPhcD,Yes,1,100,3,3,90,3,2,10,1,1,80,3,2,50,1,2,10,1,1,90,3,2,20,1,2,20,1,1,20,1,4,10,1,3,10,3,3,20,4,4,20,1,3,80,5,4,Mid,1
R_2xV26JUPnDtA07y,Yes,1,60,1,1,50,1,1,20,1,1,,,,10,1,1,70,2,2,30,1,2,50,2,2,60,1,1,10,1,1,50,,,10,1,2,10,1,2,70,3,3,50,5,3,Mid,0
R_3lQTkXdPmkDXNnU,Yes,1,30,2,2,40,1,1,0,1,1,50,4,3,10,1,1,30,1,1,20,1,1,30,1,1,30,1,1,10,1,1,10,1,2,10,3,3,50,5,4,10,1,3,20,5,4,Mid,1
R_4IqtnxoVwLfeVi1,Yes,1,80,3,2,30,1,1,30,1,1,40,3,3,30,1,1,50,3,2,20,1,1,50,3,2,40,1,1,20,1,1,30,3,4,20,1,3,20,1,3,20,1,3,50,1,4,Mid,1
R_1IjbMBPDMUwyvFU,Yes,1,20,1,1,20,1,1,80,4,3,40,3,2,40,3,3,10,1,1,40,1,2,10,1,2,20,1,1,10,1,1,40,2,4,30,1,3,60,5,4,30,3,3,70,4,4,Mid,1
R_2ydaYw8ci8xXjsR,Yes,1,80,3,2,90,3,2,90,3,2,80,3,2,40,1,1,90,3,2,20,1,2,80,3,2,10,1,1,20,1,1,30,5,4,0,1,2,10,1,2,0,1,3,40,3,2,Mid,1
