"ID","A1_1","A1_2","B1","C1_1","C1_2","C1_3","A2_1","A2_2","B2","C2_1","C2_2","C2_3","A3_1","A3_2","B3","C3_1","C3_2","C3_3","A4_1","A4_2","B4","C4_1","C4_2","C4_3","A5_1","A5_2","B5","C5_1","C5_2","C5_3","A6_1","A6_2","B6","C6_1","C6_2","C6_3","A7_1","A7_2","B7","C7_1","C7_2","C7_3","A8_1","A8_2","B8","C8_1","C8_2","C8_3","A9_1","A9_2","B9","C9_1","C9_2","C9_3","A10_1","A10_2","B10","C10_1","C10_2","C10_3","doubt_other_inst","doubt_same_inst","doubt_students","doubt_yourself","main_area","area_other","do_research","funding","funding_5_years","observation","experiment","modelling","survey","method_other","method_other_descript","clinic","lab","field","location_other","location_other_descript","institution_priority","institution_type","position","position_other","higher_degree","sex","skin_colour","age","brazilian","other_nation","other_nation_descript","country_higher_degree","suggestions"
264,77,54,2,NA,NA,NA,64,31,2,NA,NA,NA,46,24,2,NA,NA,NA,84,66,2,NA,NA,NA,80,20,2,NA,NA,NA,80,30,1,1,NA,NA,30,6,2,NA,NA,NA,40,10,2,NA,NA,NA,30,10,2,NA,NA,NA,10,4,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Social",NA,"No","No","No","No","No","No","No",1,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Undergraduate","Female","Yellow",35,"Yes","No",NA,"Brasil",NA
265,55,30,2,NA,NA,NA,75,5,1,3,"Porque não eram condições relevantes ou que influenciariam os resultados. ",NA,32,26,2,NA,NA,NA,48,69,1,3,"Tratava-se de pesquisa qualitativa, os termos aqui utilizados não se adequam, mas comparei os resultados que tinha até então com meu problema de pesquisa. ",NA,24,5,2,NA,NA,NA,51,0,2,NA,NA,NA,23,0,2,NA,NA,NA,47,11,2,NA,NA,NA,56,50,2,NA,NA,NA,33,0,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","Social",NA,"Yes","Yes","Yes","No","No","No","No",1,"Pesquisa-intervenção ","No","No","Yes","No",NA,"Equal emphasis","Public","Postdoc",NA,"Undergraduate","Female","White",24,"Yes","No",NA,"Brasil ","A pesquisa se direciona prioritariamente a psicólogos que trabalham com metodologias quantitativas, isso poderia estar claro. "
267,60,5,2,NA,NA,NA,50,5,1,3,"Deve-se cuidar para descrever as condições relevantes de um estudo. Nem todas as situações são necessariamente importantes e dificilmente um pesquisador dará conta de descrever todas as condições.",NA,7,1,2,NA,NA,NA,50,25,1,3,"Trabalho com pesquisas de n restrito ou único. Eventualmente novos estudos de caso são fundamentais para replicabilidade do procedimento. Não trabalho com estudos de grupo ou análises estatísticas. ",NA,15,6,2,NA,NA,NA,11,2,2,NA,NA,NA,11,0,2,NA,NA,NA,9,1,2,NA,NA,NA,8,1,2,NA,NA,NA,21,0,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Never","Behavior Analysis",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Teaching","Private","Graduate student",NA,"Masters","Female","White",40,"Yes","No",NA,"Brasil",NA
268,90,50,2,2,NA,NA,65,66,2,NA,NA,NA,91,26,2,NA,NA,NA,77,77,2,NA,NA,NA,2,0,2,NA,NA,NA,2,1,2,NA,NA,NA,3,2,2,NA,NA,NA,7,1,2,NA,NA,NA,4,1,2,NA,NA,NA,51,4,2,NA,NA,NA,"Once or twice","Occasionally","Once or twice","Never","School and Education",NA,"Yes","No","Yes","Yes","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Female","White",36,"Yes","No",NA,"Brasil",NA
270,15,7,1,3,"Para fins de comparação, porque a ciência publicável atualemnte têm se amparado na frequência em que, um experimento replicado, dá certo. Essa escolha se deu para mostrar o que deu certo na replicação e o que  não deu.",NA,2,2,1,3,"Por inabilidade ou não reporte de aluno pesquisador, especialmente quando não pude estar no campo coletando dados junto aos alunos-pesquisadores e captando algumas sutilezas d epesquisas que precisam ser reportadas. ",NA,10,5,1,2,"tamanho do espaço para publicação (paper) a depender do estudo a ser publicado (revista, ênfase, publico etc) você deve focar em determinado aspecto da pesquisa impossibilitando colocar todas as variáveis.",NA,5,4,2,NA,NA,NA,10,6,2,NA,NA,NA,20,15,2,NA,NA,NA,5,3,2,NA,NA,NA,5,2,2,NA,NA,NA,5,3,2,NA,NA,NA,30,15,2,NA,NA,NA,"Once or twice","Never","Once or twice","Once or twice","Development",NA,"Yes","No","No","No","No","No","Yes",1,"Pesquisa interventiva","No","No","Yes","No",NA,"Teaching","Private","Emeritus professor",NA,"Masters","Female","White",37,"Yes","No",NA,"Brasil","Ref formação: Sou professora e, igualmente, aluna de doutorado.  Sugestão: na próxima pesquisa perguntar sobre a influência da instituição (pressão por publicação/pesquisa) e também sobre a experiência de devolução de publicação por falhas metodológicas/éticas.  Sucesso para vcs!"
271,60,60,1,3,NA,NA,65,67,1,2,NA,NA,65,65,1,2,NA,NA,44,44,2,NA,NA,NA,34,33,2,NA,NA,NA,33,34,2,NA,NA,NA,52,52,2,NA,NA,NA,61,66,1,3,NA,NA,74,72,1,3,NA,NA,50,50,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Health",NA,"Yes","Yes","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Undergraduate","Female","Parda",23,"Yes","No",NA,"Brasil",NA
276,80,30,2,NA,NA,NA,60,34,2,NA,NA,NA,60,41,2,NA,NA,NA,80,40,1,2,"por que era um estudo exploratório sem parâmetros iniciais, identificados na literatura, para definição do tamanho amostral",NA,50,60,2,NA,NA,NA,60,40,2,NA,NA,NA,30,10,2,NA,NA,NA,60,40,2,NA,NA,NA,80,40,2,NA,NA,NA,60,30,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Psychological Assessment",NA,"Yes","Yes","Yes","Yes","Yes","No","Yes",0,NA,"Yes","No","Yes","No",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Female","White",35,"Yes","No",NA,"Brasil",NA
277,20,2,2,3,NA,NA,20,10,2,NA,NA,NA,20,15,2,NA,NA,NA,10,5,2,NA,NA,NA,30,26,2,NA,NA,NA,10,4,2,NA,NA,NA,6,0,2,NA,NA,NA,13,6,2,NA,NA,NA,5,0,2,NA,NA,NA,4,0,2,NA,NA,NA,"Once or twice","Never","Never","Never","Mental Health",NA,"Yes","No","No","Yes","Yes","Yes","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","White",48,"Yes","No",NA,"Brasil ",NA
283,90,80,1,3,"Porque acredito ser importante nos retratarmos a estudos que tiveram resultados positivos em relação ao que estamos estudando, como forma de justificar a investigação.",NA,85,80,1,1,NA,"Acredito que por falta de atenção e cuidado em explicar todo o contexto de pesquisa.",80,70,2,NA,NA,NA,65,64,2,NA,NA,NA,75,75,2,NA,NA,NA,80,79,2,NA,NA,NA,1,1,2,NA,NA,NA,5,4,2,NA,NA,NA,2,2,2,NA,NA,NA,25,24,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Family and Community",NA,"No","No","No","No","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Female","White",28,"Yes","No",NA,"Brasil","Achei a segunda pergunta confusa, vocês poderiam explicar melhor no inquérito o que pretendem saber nela, porque da forma que perguntaram, parece que estão querendo saber a mesma coisa que na questão 1."
285,30,3,2,NA,NA,NA,38,41,2,NA,NA,NA,30,30,2,NA,NA,NA,26,25,2,NA,NA,NA,25,25,2,NA,NA,NA,24,23,2,NA,NA,NA,10,0,2,NA,NA,NA,25,25,2,NA,NA,NA,20,20,2,NA,NA,NA,16,16,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Psychological Assessment",NA,"Yes","No","Yes","No","No","No","No",1,NA,"Yes","No","Yes","No",NA,"Equal emphasis","Public","Associate professor",NA,"Doctorate","Male","White",43,"Yes","No",NA,"Brasil",NA
287,70,90,1,3,"impacto de publicação",NA,40,10,2,NA,NA,NA,90,100,1,3,"Tamanho limitado de páginas para relatar os resultados.",NA,50,50,2,NA,NA,NA,50,20,2,NA,NA,NA,60,50,2,NA,NA,NA,5,0,2,NA,NA,NA,20,5,2,NA,NA,NA,50,30,2,NA,NA,NA,15,0,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Psychological Assessment",NA,"Yes","Yes","Yes","No","No","Yes","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Associate professor",NA,"Doctorate","Male","White",34,"Yes","No",NA,"Brasil e Estados Unidos ",NA
288,85,33,2,NA,NA,NA,91,2,2,NA,NA,NA,89,29,2,NA,NA,NA,50,16,2,NA,NA,NA,30,93,2,NA,NA,NA,70,47,2,NA,NA,NA,30,0,2,NA,NA,NA,20,2,2,NA,NA,NA,27,6,2,NA,NA,NA,50,27,2,NA,NA,NA,"Often","Often","Often","Once or twice","Behavior Analysis",NA,"Yes","No","No","No","Yes","No","No",0,NA,"No","No","No","Yes","hospital","Equal emphasis","Private","Graduate student",NA,"Masters","Female","White",39,"Yes","No",NA,"brasil",NA
290,89,89,1,3,"Os estudos que funcionaram servem de base para os demais estudos.",NA,51,19,2,NA,NA,NA,70,8,2,NA,NA,NA,83,86,1,3,"Quando há indicação de que os resultados podem ter significância estatística, se a amostra foi pequena é interessante aumentá-la de forma aleatória para aumentar a confiabilidade.",NA,51,14,2,NA,NA,NA,55,4,2,NA,NA,NA,12,1,2,NA,NA,NA,10,2,2,NA,NA,NA,56,14,2,NA,NA,NA,27,7,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Psychological Assessment",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Adjunct professor",NA,"Doctorate","Female","White",70,"Yes","No",NA,"Brasil",NA
293,70,45,1,1,NA,"    Há uma prática cultural bastante difundida em nosso meio (e muitas vezes fortalecida pelos periódicos), de que  dados negativos  ou fracasso no funcionamento de algum procedimento, geralmente significa que o estudo não foi bem conduzido.  Tenho feito um enorme exercício para me livrar dessa ideia - divulgar o que não deu certo é tão importante quanto o que deu, já que em ambos os casos se pode aprender com a pesquisa científica, e tenho conseguido algum sucesso, mas no passado, engavetei muitos dados por achar que não eram suficientemente bons...",40,50,1,1,NA,"No caso, foi constatado um erro na distribuição de participantes quanto a uma variável crítica, que ficou enviesada em uma de três condições - e por esta razão, não seria possível comparar os dados com os das outras duas.",70,95,1,2,"Por limitações editoriais - havia muitos dados a apresentar e embora tivessem sido tomadas medidas sobre outras VDs, foi necessário focar nas mais relevantes para a pergunta de pesquisa.",NA,70,80,2,NA,NA,NA,30,30,2,NA,NA,NA,20,50,2,NA,NA,NA,25,1,2,NA,NA,NA,50,50,1,2,NA,"No caso, os dados excluídos foram apresentados por poucos participantes  e mereceriam uma análise em si mesmos, mas misturados aos dados do conjunto, eles distorciam a informação principal sob análise.",25,1,2,NA,NA,NA,50,20,1,2,NA,"Na verdade, respondi sim apenas para ter a oportunidade de dizer que é possível que muitas pessoas fazem isso sem o devido conhecimento (sem conseguir discriminar as condicoes que seria necessário atender para fazer afirmações do gênero considerado).  Talvez eu tenha feito, mas não saberia identificar ou nem teria percebido esse fazer  (a menos que fosse reler meus trabalhos publicados).","Once or twice","Once or twice","Occasionally","Once or twice","School and Education",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","Yes","Yes","No",NA,"Equal emphasis","Public","Emeritus professor",NA,"Doctorate","Female","White",65,"Yes","No",NA,"Brasil","O assunto é extremamente relevante, mas é difícil fazer as estimativas solicitadas"
295,95,95,1,3,"Porque é o caso mais comum de publicações, relatar o que dá certo ou funciona em uma pesquisa.",NA,20,10,2,NA,NA,NA,85,20,1,3,"Porque algumas variáveis que não tem resultados significativos, muitas vezes não são reportadas.",NA,20,10,2,NA,NA,NA,20,11,2,NA,NA,NA,22,12,2,NA,NA,NA,20,1,2,NA,NA,NA,32,1,2,NA,NA,NA,24,0,2,NA,NA,NA,10,1,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Never","other","Psicologia Organizacional e do Trabalho","Yes","Yes","Yes","No","No","No","No",1,"Pesquisas mistas de vários delineamentos","No","No","Yes","No",NA,"Teaching","Private","Adjunct professor",NA,"Doctorate","Female","White",50,"Yes","No",NA,"Brasil","Achei difícil estimar uma porcentagem em algumas questões. Acho as alternativas mais fechadas melhor de responder."
300,8,2,2,NA,NA,NA,2,2,2,NA,NA,NA,2,2,2,NA,NA,NA,26,82,2,NA,NA,NA,2,2,2,NA,NA,NA,51,2,2,NA,NA,NA,0,0,2,NA,NA,NA,51,2,2,NA,NA,NA,50,51,1,2,"De fato, considerei significância limítrofe devido à dimensão da amostra.",NA,2,2,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","School and Education",NA,"Yes","No","Yes","No","Yes","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Male","White",46,"Yes","No",NA,"Brasil",NA
301,40,80,1,2,"Porque apresentou para a comunidade científica uma pesquisa que pode ser reproduzida em outro contexto e também trouxe aspectos importantes para compreensão e transformação da realidade.",NA,90,10,1,2,"Porque para expor o argumento central, avaliei que algumas das condições enfrentadas não eram relevantes para o resultado final.",NA,90,10,1,2,"Primeiro, porque talvez não tivesse clareza dessa variável. Segundo, porque julguei não ter sido uma variável importante para o resultado final. Terceiro, porque muitas vezes fica difícil justificar a influência dessa variável, ficando mais cômodo para o argumento central simplesmente não mencioná-la.",NA,5,5,2,NA,NA,NA,50,50,2,NA,NA,NA,10,10,2,NA,NA,NA,10,0,2,NA,NA,NA,10,10,1,3,NA,"Por questões éticas, os dados coletados prejudicariam os envolvidos na pesquisa de alguma maneira, optando por não apresentá-los.",50,0,2,NA,NA,NA,10,10,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","Social",NA,"Yes","Yes","Yes","No","No","No","Yes",1,"pesquisas de cunho colaborativas e participativas","No","No","Yes","No",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Male","White",37,"Yes","No",NA,"Brasil",NA
305,97,80,1,3,"xxxx",NA,97,60,1,3,"xxxx",NA,95,70,1,3,"xxxx",NA,98,77,1,3,"xxxx",NA,54,38,2,NA,NA,NA,71,50,2,NA,NA,NA,40,1,2,NA,NA,NA,90,67,1,3,NA,"xxx",97,83,1,3,"xxxx",NA,7,6,2,NA,NA,NA,"Occasionally","Once or twice","Occasionally","Never","Behavior Analysis",NA,"Yes","Yes","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Emeritus professor",NA,"Doctorate","Female","White",NA,"Yes","No",NA,NA,NA
307,60,60,1,2,"Porque para o estudo que desenvolvia era necessário uma mostra de estudos com resultados favoráveis.",NA,45,60,2,NA,NA,NA,40,40,2,NA,NA,NA,30,30,2,NA,NA,NA,30,30,2,NA,NA,NA,70,70,2,NA,NA,NA,30,30,2,NA,NA,NA,35,35,2,NA,NA,NA,35,35,2,NA,NA,NA,20,20,2,NA,NA,NA,"Often","Often","Often","Never","Development",NA,"Yes","Yes","Yes","Yes","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Emeritus professor",NA,"Doctorate","Male","White",56,"Yes","No",NA,"Bélgica","peço encarecidamente que os resultados sejam bem divulgados, não apenas entre pesquisadores da Psicologia."
310,40,83,1,2,"Muitas vezes, as pessoas tendem a referir estudos que  deram certo , pois às vezes isso é necessário dentro de determinadas pesquisas.",NA,47,58,2,NA,NA,NA,26,59,2,NA,NA,NA,60,77,2,NA,NA,NA,60,85,2,NA,NA,NA,36,67,2,NA,NA,NA,5,95,2,NA,NA,NA,20,80,2,NA,NA,NA,5,60,2,NA,NA,NA,50,70,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Clinical",NA,"No","No","No","No","No","No","No",1,NA,"No","No","Yes","No",NA,"Equal emphasis","Private","Graduate student",NA,"Undergraduate","Female","Yellow",56,"Yes","No",NA,"Brasil",NA
311,30,20,2,NA,NA,NA,61,40,1,2,"FALTA DE MÉTODO, DECORRENTE DE UMA ÁREA EMINENTEMENTE QUALITATIVA E SUBJETIVA",NA,10,5,2,NA,NA,NA,60,50,2,NA,NA,NA,50,40,2,NA,NA,NA,15,0,2,NA,NA,NA,10,0,2,NA,NA,NA,10,5,2,NA,NA,NA,10,0,2,NA,NA,NA,10,1,2,NA,NA,NA,"Once or twice","Never","Once or twice","Never","Social",NA,"Yes","Yes","Yes","No","No","No","Yes",0,NA,"No","No","No","Yes","HISTÓRICA","Research","Public","other","PESQUISADOR ADJUNTO","Doctorate","Female","White",52,"Yes","No",NA,"BRASIL","SERIA IMPORTANTE INCLUIR QUESTIONAMENTOS SOBRE PESQUISAS TEÓRICAS E SOBRE INDIVÍDUOS (QUALITATIVAS)"
313,40,41,1,3,"Em virtude de estar realmente engajado na graduação e na pós-graduação ",NA,51,53,2,NA,NA,NA,38,25,2,NA,NA,NA,50,50,2,NA,NA,NA,52,53,1,3,"Os dados encontrados nas pesquisas que realizamos são de caráter qualitativo e quando percebemos a saturação do que foi proposto, suspendemos o processo de obtenção dos dados",NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,1,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,"Never","Never","Never","Never","Health",NA,"Yes","Yes","Yes","No","No","No","No",1,"Pesquisa qualitativa","No","No","Yes","No",NA,"Equal emphasis","Public","Postdoc",NA,"Doctorate","Male","White",56,"Yes","No",NA,"Brasil",NA
315,82,82,1,3,"Porque as revistas estão interessadas em artigos com resultados significativos. A cultura da área impõe assim.",NA,36,28,2,NA,NA,NA,20,35,2,NA,NA,NA,70,70,2,NA,NA,NA,31,31,2,NA,NA,NA,10,10,2,NA,NA,NA,10,8,2,NA,NA,NA,67,66,1,3,NA,"Ao fazer análises de escalas, retiramos itens que não tem uma boa saturação e retira-los aumentamos a porcentagem de variancia explicada",84,84,1,3,"a gente aprende a arrendodar na escola",NA,6,5,2,NA,NA,NA,"Often","Often","Often","Occasionally","Social",NA,"Yes","No","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Female","White",37,"Yes","No",NA,"frança","na pesquisa qualitativa é comum que os pesquisadores finalizem as coletas porque houve uma saturação doa dados, isso é próximo de afirmar que a pesquisa foi interrompida porque resultados esperados foram alcançados"
319,35,94,1,2,"Por razões de aplicabilidade.",NA,6,2,2,NA,NA,NA,20,30,2,NA,NA,NA,10,10,2,NA,NA,NA,15,0,2,NA,NA,NA,5,10,2,NA,NA,NA,40,0,2,NA,NA,NA,34,21,2,NA,NA,NA,70,9,2,NA,NA,NA,5,1,2,NA,NA,NA,"Once or twice","Occasionally","Occasionally","Never","Clinical",NA,"Yes","No","Yes","Yes","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Private","Emeritus professor",NA,"Masters","Male","White",46,"Yes","No",NA,"Brasil",NA
321,35,1,2,NA,NA,NA,30,20,2,3,NA,NA,15,15,2,NA,NA,NA,90,90,1,3,"a amostra inicial não era representativa",NA,10,80,2,NA,NA,NA,50,30,2,NA,NA,NA,0,0,2,NA,NA,NA,20,20,1,3,NA,"Quando há outliers/resultados que indicam que os dados não foram coletados adequadamente",50,50,2,NA,NA,NA,10,10,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Once or twice","Psychological Assessment",NA,"No","No","No","No","Yes","No","No",0,NA,"Yes","No","No","No",NA,"Research","Public","other",NA,"Doctorate","Female","White",35,"Yes","No",NA,"brasil",NA
322,78,79,2,NA,NA,NA,68,65,2,NA,NA,NA,74,69,1,2,"Porque o artigo correspondia a parte do estudo, não à pesquisa completa.",NA,77,74,1,3,"Porque uma amostra pequena pode não propiciar análises estatísticas confiáveis.",NA,64,64,2,NA,NA,NA,56,57,2,NA,NA,NA,30,30,2,NA,NA,NA,67,66,2,NA,NA,NA,65,65,1,2,"Quando isso não altera os resultados.",NA,64,64,2,NA,NA,NA,"Once or twice","Never","Never","Never","School and Education",NA,"Yes","No","Yes","No","No","No","No",1,"Campo, com estratégias complexas - participante, intervenção.","No","No","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Female","White",61,"Yes","No",NA,"Brasil","Não fica muito claro o propósito da pesquisa, nem a sua relevância."
328,70,95,1,2,"Em razão de os estudos que não  funcionaram  terem vieses ou apresentarem contradições e fragilidades metodológicas, optei, juntamente com o grupo de pesquisa, por não incluí-los na revisão.",NA,75,30,1,2,"Há situações em que, devido a extensão máxima do manuscrito exigido pelo periódico científico, tive de suprimir informações, como por exemplo dados sobre a estratégia de coleta de dados ou acerca do desenho do estudo.",NA,75,30,2,NA,NA,NA,40,40,2,NA,NA,NA,75,30,1,2,"Em razão de fatores como tempo e término de financiamento para a pesquisa, realizamos uma análise com dados parciais de uma pesquisa e já confirmamos as hipóteses experimentais delimitadas, logo, decidimos dar por encerrada a coleta dos dados.",NA,75,30,2,NA,NA,NA,25,10,2,NA,NA,NA,60,20,2,NA,NA,NA,30,10,2,NA,NA,NA,30,10,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Clinical",NA,"No","No","Yes","No","No","No","Yes",1,"psicométrica","No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Male","Parda",28,"Yes","No",NA,"Brasil",NA
330,66,64,1,2,"Muitas vezes esta prática é justificada pelos critérios de avaliação de determinados periódicos científicos",NA,61,62,2,NA,NA,NA,33,33,2,NA,NA,NA,17,18,2,NA,NA,NA,26,25,2,NA,NA,NA,22,21,2,NA,NA,NA,2,2,2,NA,NA,NA,19,18,2,NA,NA,NA,81,82,1,3,"Tal prática pode ser justificada em pesquisas que não necessitem de muita precisão estatística, por exemplo, pesquisas exploratórias que partem de  perspectivas amplas, ",NA,4,3,2,NA,NA,NA,"Once or twice","Never","Occasionally","Never","Social",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","Yes","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Male","Parda",59,"Yes","No",NA,"Brasil",NA
